Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,newestTeamColor,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
353,9n35t9hwq6el9tb7yg65qlyzu,528125,M. Polisi,Matteo Polisi,Left Attacking Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,428290,Matteo,Polisi,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Pacific,1,28,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,7,0,0,0,0.09,0,0,0,1,1,0,0,0,1,0,0,0,14,5,0,1,0,1,33.30%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,4,3,1,11.10%,88.90%,3,5,0,6,3,0,0.00%,1,1.56,0,0,1,1,0,0,0,0,0,0,0,1,0,-,0,-,-,29.20%,1,24,23,1,23,,FOR vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/12/2022,7xalg1ec3gwvx9usvsss4j28k,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,0,3,Played,L 0-3,2276253,FOR vs PAC (2022-06-12)
353,7q6h161f7gcqnpy07x80hbpck,727492,W. Akio,William Akio,Right Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,538243,William,Akio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Valour,1,90,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,3,3,0.13,0,0,0.05,0,0,0,1,1,1,1,1,2,1,0,0,20,2,1,0,0,1,100.00%,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,8,2,10,4,22.20%,66.70%,2,2,2,3,4,2,-,0,1.19,0,0,0,0,1,0,0.13,0,0.13,0,0.13,1,0,0.13,1,-,-,51.10%,1,25,7,0,7,,EDM vs VAL,FALSE,TRUE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
353,7q6h161f7gcqnpy07x80hbpck,727492,W. Akio,William Akio,Right Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,538243,William,Akio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Valour,1,84,24,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,16,6,6,0.18,0,0,0.09,0,0,0,1,1,2,0,0,5,0,0,0,31,5,0,1,1,2,50.00%,0,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,5,37.50%,75.00%,8,3,1,4,10,2,66.70%,3,0.66,0,3,1,1,1,0,0.18,0,0.18,0,0.18,1,1,0.09,2,0.33,0.33,42.30%,0,29,13,3,13,,ATO vs VAL,FALSE,TRUE,TRUE,FALSE,FALSE,4/24/2022,7u4m1n8m79feixw87wrpd6vis,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,6,1,Played,W 6-1,2276227,ATO vs VAL (2022-04-24)
353,7q6h161f7gcqnpy07x80hbpck,727492,W. Akio,William Akio,Right Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,538243,William,Akio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Valour,1,90,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,16,5,7,0.05,0,0,0.03,0,0,0,1,1,3,0,0,4,1,0,0,30,8,0,0,0,0,-,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,3,13,2,37.50%,75.00%,9,2,1,4,10,2,33.30%,6,1.45,0,2,0,0,0,0,0.05,0,0.05,0,0.05,1,0,0.05,1,0,0,39.60%,0,26,21,3,21,,VAL vs HFX,TRUE,FALSE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07)
353,7q6h161f7gcqnpy07x80hbpck,727492,W. Akio,William Akio,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,538243,William,Akio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,1,90,24,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,14,2,6,0.61,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,28,4,0,0,0,1,-,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,18,2,8,5,35.70%,57.10%,4,3,1,8,5,1,50.00%,2,0.82,0,1,1,1,0,0,0.61,0,0.61,0,0.61,1,1,0.15,4,1,1,32.40%,0,15,13,2,13,,PAC vs VAL,FALSE,TRUE,FALSE,TRUE,FALSE,5/28/2022,7wbfumbhncegii9hi6bdw2zv8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,2,2,Played,T 2-2,2276245,PAC vs VAL (2022-05-28)
353,7q6h161f7gcqnpy07x80hbpck,727492,W. Akio,William Akio,Right Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,538243,William,Akio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Valour,1,79,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,21,7,11,0,0,0,0.11,0,0,0,1,1,3,0,0,2,1,0,0,38,11,0,0,0,0,0.00%,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,11,4,23,0,28.60%,85.70%,13,4,1,4,16,1,0.00%,4,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,-,-,40.00%,0,22,12,0,12,,VAL vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,6/2/2022,7wpldl58asy67q11lvle4a5g4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276248,VAL vs ATO (2022-06-02)
353,7q6h161f7gcqnpy07x80hbpck,727492,W. Akio,William Akio,Left Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,538243,William,Akio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Valour,1,90,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,6,9,0.28,0,0,0.33,0,0,1,0,1,0,0,0,2,0,0,0,27,5,1,0,0,2,100.00%,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,13,3,11,2,23.50%,88.20%,8,5,2,7,8,2,0.00%,3,1.91,0,2,1,1,1,0,0,0.28,0,0.28,0.28,1,0,0.28,1,0,0,38.60%,1,19,11,2,11,,VAL vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,6/16/2022,7xna39zer2kr9dsmkmc7ahwr8,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,2,4,Played,L 2-4,2276256,VAL vs CAV (2022-06-16)
353,dqekbs06e79n3vapj437pwyc,893947,G. Metusala,Garven-Michee Metusala,Left Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,540831,Garven-Michee,Metusala,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Forge,1,69,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,31,11,14,0,0,0,0.04,0,0,1,0,1,0,0,0,3,0,0,0,47,1,1,2,2,8,75.00%,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,13,21,0,29.00%,80.60%,17,5,3,7,18,6,-,0,0.56,0,1,6,6,2,0,0,0,0,0,0,1,0,-,0,0,0,41.90%,2,15,9,1,9,,FOR vs VAL,TRUE,FALSE,FALSE,FALSE,TRUE,6/29/2022,7yj36pgn8zjx4v0cdgcna9tzo,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,0,1,Played,L 0-1,2276263,FOR vs VAL (2022-06-29)
353,dqekbs06e79n3vapj437pwyc,893947,G. Metusala,Garven-Michee Metusala,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,540831,Garven-Michee,Metusala,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,1,90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,58,30,20,0,0,0,0.08,0,0,0,1,1,2,0,0,4,1,0,0,63,1,0,1,1,3,100.00%,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,32,0,43.10%,86.20%,27,1,22,1,31,26,100.00%,2,0.7,0,0,3,3,0,0,0,0,0,0,0,1,0,-,0,-,-,34.40%,0,13,13,1,13,,FOR vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,7/23/2022,80kepfli0shgex0rpgxxgkdn8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,3,1,Played,W 3-1,2276279,FOR vs VAL (2022-07-23)
353,dqekbs06e79n3vapj437pwyc,893947,G. Metusala,Garven-Michee Metusala,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,540831,Garven-Michee,Metusala,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,1,90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,64,40,21,0,0,0,0.04,0,0,0,1,1,2,0,0,2,2,0,0,80,4,0,0,0,8,0.00%,7,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30,50,0,28.10%,95.30%,42,0,19,0,44,20,0.00%,1,0.54,0,0,8,8,0,0,0,0,0,0,0,1,1,-,0,-,-,47.10%,0,13,17,0,17,,ATO vs FOR,FALSE,TRUE,TRUE,FALSE,FALSE,7/31/2022,817q49tp38mbk6uwe6g276g44,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,4,0,Played,W 4-0,2276284,ATO vs FOR (2022-07-31)
353,dqekbs06e79n3vapj437pwyc,893947,G. Metusala,Garven-Michee Metusala,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,540831,Garven-Michee,Metusala,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,1,90,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,33,15,11,0.03,0,0,0.03,0,0,0,1,1,2,0,0,5,2,0,0,49,3,0,0,0,8,0.00%,8,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,25,22,1,51.50%,78.80%,16,0,10,1,18,14,33.30%,3,2.12,0,0,8,8,0,0,0,0.03,0,0.03,0.03,1,1,0.03,1,-,-,65.70%,1,24,22,1,22,,CAV vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,8/13/2022,81zzp4bsqqfvohdss8ix0u7mc,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,1,2,Played,L 1-2,2276290,CAV vs FOR (2022-08-13)
353,dqekbs06e79n3vapj437pwyc,893947,G. Metusala,Garven-Michee Metusala,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,540831,Garven-Michee,Metusala,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,1,68,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,55,28,18,0,0,0,0.33,0,1,0,1,1,1,0,0,6,1,2,1,75,2,1,1,0,3,66.70%,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,30,32,0,36.40%,83.60%,24,6,16,7,27,21,100.00%,2,0.73,0,1,3,3,0,0,0,0,0,0,0,1,0,-,0,0,0,36.10%,1,15,7,3,7,,EDM vs FOR,FALSE,TRUE,FALSE,TRUE,FALSE,9/25/2022,85tmeu1ey0zeknwo2fczri2vo,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,1,1,Played,T 1-1,2276319,EDM vs FOR (2022-09-25)
353,d2u788mhyqdacg7m8fwuiwve1,501646,J. Wilson,Jordan Wilson,Central Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,532451,Jordan,Wilson,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,York United,1,85,30,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,48,18,15,0.65,0,0,0.02,1,0,0,1,1,2,0,0,8,1,0,0,66,7,1,2,1,5,75.00%,1,0,8,1,1,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,13,45,2,39.60%,68.80%,26,1,6,2,36,10,50.00%,2,0.4,0,1,1,1,3,1,0.01,0.64,0.01,0.64,0.65,1,0,0.32,2,0,0,40.00%,1,24,9,2,9,,EDM vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
353,d2u788mhyqdacg7m8fwuiwve1,501646,J. Wilson,Jordan Wilson,Central Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,532451,Jordan,Wilson,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,York United,1,90,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,29,12,13,0.51,0,0,0.08,1,0,0,1,1,2,0,0,8,1,0,0,45,4,2,1,2,7,60.00%,2,1,6,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,15,27,1,37.90%,86.20%,21,1,3,2,23,4,100.00%,2,1.1,0,0,6,6,1,0,0,0.51,0,0.51,0.51,1,0,0.51,1,-,-,27.60%,1,20,14,1,14,,YRK vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,2,0,Played,W 2-0,2276224,YRK vs CAV (2022-04-22)
353,d2u788mhyqdacg7m8fwuiwve1,501646,J. Wilson,Jordan Wilson,Left Centre Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,532451,Jordan,Wilson,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,York United,1,90,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,49,26,11,0.08,0,0,0.09,0,0,1,0,1,0,0,0,9,0,0,0,67,1,2,3,3,11,83.30%,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,46,16,3,40.80%,75.50%,9,1,27,4,12,33,100.00%,3,1.91,0,0,10,10,1,0,0,0.08,0,0.08,0.08,1,1,0.08,1,-,-,13.20%,0,21,31,3,31,,YRK vs VAL,TRUE,FALSE,FALSE,FALSE,TRUE,6/26/2022,7y8kyjhal3fjewgqxjlj8953o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,1,3,Played,L 1-3,2276261,YRK vs VAL (2022-06-26)
353,d2u788mhyqdacg7m8fwuiwve1,501646,J. Wilson,Jordan Wilson,Central Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,532451,Jordan,Wilson,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,York United,1,90,30,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,7,6,34,8,13,0.26,1,0,0.03,1,0,0,1,1,1,0,0,8,0,0,0,47,5,1,1,0,4,50.00%,2,0,6,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,11,13,23,1,47.10%,61.80%,17,1,3,3,22,9,100.00%,4,1.56,1,0,2,2,0,2,0.01,0.25,0.01,0.25,0.26,1,1,0.13,2,-,-,52.10%,0,16,30,2,30,,HFX vs YRK,FALSE,TRUE,TRUE,FALSE,FALSE,8/1/2022,81ccrr9ct9i3n53rvov6s0jdg,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,4,2,Played,W 4-2,2276285,HFX vs YRK (2022-08-01)
353,d2u788mhyqdacg7m8fwuiwve1,501646,J. Wilson,Jordan Wilson,Defensive Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,532451,Jordan,Wilson,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,York United,1,90,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,40,18,13,0.03,0,0,0.17,0,1,0,1,1,0,0,0,9,0,0,0,50,6,0,3,0,3,75.00%,0,0,5,0,1,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,10,14,26,3,22.50%,77.50%,18,5,8,8,24,8,40.00%,5,0.86,0,0,3,3,0,0,0,0.03,0,0.03,0.03,1,0,0.03,1,-,-,34.10%,2,15,12,2,12,,YRK vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,9/9/2022,84doo4howeq9u4x1tldhrcf10,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,3,1,Played,W 3-1,2276308,YRK vs EDM (2022-09-09)
353,d2u788mhyqdacg7m8fwuiwve1,501646,J. Wilson,Jordan Wilson,Defensive Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,532451,Jordan,Wilson,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,York United,1,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,56,26,23,0,0,0,0.04,0,0,0,1,1,1,0,0,6,0,0,0,68,6,1,1,1,4,66.70%,1,1,8,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,16,44,0,26.80%,87.50%,35,5,9,6,40,10,33.30%,3,1.64,0,0,3,3,1,0,0,0,0,0,0,1,0,-,0,-,-,30.40%,3,18,17,0,17,,YRK vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,9/23/2022,85g83cf66pczl32mc2xfamwwk,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,3,1,Played,W 3-1,2276316,YRK vs VAL (2022-09-23)
353,a6nj3s6nhav0ybrnhla1m67mc,827824,M. Polisi,Marcello Polisi,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,540262,Marcello,Polisi,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,19,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,4,4,0,0,0,0.27,0,1,0,1,1,3,1,1,6,3,0,0,17,1,0,0,0,0,-,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,58.30%,66.70%,2,3,3,4,4,4,66.70%,3,0.26,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,-,-,51.10%,2,14,14,2,14,,HFX vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15)
353,a6nj3s6nhav0ybrnhla1m67mc,827824,M. Polisi,Marcello Polisi,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,540262,Marcello,Polisi,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,90,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,48,18,21,0,0,0,0.17,0,0,1,0,1,2,0,0,2,1,0,0,57,6,0,0,2,2,0.00%,0,0,9,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,11,11,35,0,47.90%,81.30%,26,6,7,9,29,10,0.00%,1,1.62,0,1,0,0,2,0,0,0,0,0,0,1,0,-,0,1,1,34.40%,4,15,17,2,17,,VAL vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,7/10/2022,7zjyie3snfstmtjldpk8xhes4,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,1,Played,L 0-1,2276271,VAL vs HFX (2022-07-10)
353,dfftu36k3j7hccz4u0yc65lka,575540,K. Sow,Kareem Sow,Left Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,427382,Kareem,Sow,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,HFX Wanderers,1,90,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,32,17,7,0.24,0,0,0.01,0,0,0,1,1,0,0,0,3,0,0,0,37,1,1,0,1,3,100.00%,1,1,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,8,1,65.60%,75.00%,6,1,17,2,8,22,50.00%,2,0.73,0,0,3,3,0,0,0,0.24,0,0.24,0.24,1,0,0.24,1,-,-,39.50%,0,21,17,1,17,,HFX vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,8/13/2022,824kjrpqw8ux0bun75kuesg0k,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,1,0,Played,W 1-0,2276291,HFX vs VAL (2022-08-13)
