Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
141,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,1,3,0,1,4,3,0,0,0,2,0,1,0,1,0,1,0,0,1,1,6,68,22,272,86,96,0.4,1,1,0.27,0,0,1,4,5,21,0,0,45,8,1,0,490,63,7,10,14,51,63.00%,19,11,63,3,1,9,2,2,5,0,0,0,0,0,0,1,1,0,1,0,6,0,0,4,3,0,1,6,2,4,1,0,0,1,2,0,1,0,2,0,15,111,168,211,10,50.40%,66.90%,100,25,57,41,138,93,47.80%,23,1.45,0,21,35,35,16,0,0.25,0.15,0.25,0.15,0.4,4,4,0.04,9,0.19,0.2,43.50%,19,22,19,9,19,6925,,EDM vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
141,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,1,2,4,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,7,66,16,390,158,150,1.16,1,0,0.27,2,1,0,5,5,30,2,0,57,17,0,0,593,50,7,10,13,48,65.40%,17,4,48,2,4,8,3,4,6,0,0,0,0,0,0,0,2,2,0,1,3,1,0,1,1,0,0,2,3,0,1,1,0,1,0,1,0,4,4,2,9,139,198,256,21,38.50%,79.00%,153,56,99,70,199,121,52.60%,19,2.54,1,17,34,34,11,3,0.23,0.93,0.23,0.93,0.37,5,5,0.12,10,0.24,0.29,35.70%,16,15,14,17,14,6925,,EDM vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,5/22/2022,7w3cr8d8o97ighxffac7o2qdw,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276243,EDM vs ATO (2022-05-22)
141,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,5,3,2,0,1,2,2,0,0,0,0,0,1,1,2,0,0,1,0,2,2,4,69,24,357,158,106,1.55,2,2,0.96,3,2,1,4,5,21,1,0,43,5,2,2,566,47,7,11,4,40,72.00%,18,6,54,3,1,3,0,7,5,4,0,0,0,0,0,0,3,3,0,0,3,0,0,2,0,0,0,3,1,2,0,1,1,2,0,0,0,0,4,2,9,114,184,268,13,40.30%,73.90%,139,37,88,54,182,121,47.10%,17,1.86,1,16,28,28,11,1,1.37,0.18,1.37,0.18,1.55,3,1,0.19,8,0.13,0.14,27.70%,12,18,10,14,10,6925,,EDM vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,7/9/2022,7z9sb0crm0e7vzy3jpbmvsftg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,2,3,Played,L 2-3,2276269,EDM vs PAC (2022-07-09)
141,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,2,0,0,3,5,3,2,1,1,0,0,1,0,0,0,0,0,0,1,3,4,70,13,260,75,102,1.31,1,0,0.4,2,1,0,5,5,13,1,1,58,7,2,0,488,74,5,21,22,62,66.70%,14,5,70,4,4,8,4,6,5,4,0,0,0,0,0,1,1,1,0,1,4,0,1,2,1,0,0,4,4,0,1,0,0,2,1,0,0,5,2,2,18,134,172,182,22,48.10%,68.10%,86,35,56,52,118,90,33.30%,33,1.65,1,15,40,40,15,7,0.24,1.07,0.24,1.07,0.52,5,1,0.13,10,0.2,0.1,34.90%,24,16,12,16,12,6925,,HFX vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,7/23/2022,80ei4jsfzxzejkvvq1ek23mdw,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,1,Played,T 1-1,2276278,HFX vs EDM (2022-07-23)
141,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,3,1,1,1,4,1,1,0,0,0,0,1,1,2,0,2,0,1,1,2,4,68,25,546,268,185,1.2,2,1,0.59,1,1,2,3,5,20,1,0,58,8,0,0,760,42,9,18,11,50,87.10%,12,6,54,2,2,4,6,3,10,2,0,0,0,0,0,1,2,1,1,0,4,0,0,1,1,1,0,3,2,2,1,2,0,1,2,0,0,1,1,2,15,136,235,389,17,32.20%,83.00%,267,47,139,67,314,165,50.00%,8,1.76,0,14,36,36,10,4,0.99,0.22,0.99,0.22,1.2,4,2,0.12,10,0.21,0.14,58.30%,13,24,12,15,12,15377,,FOR vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
141,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,5,1,3,0,1,0,1,1,0,0,0,3,0,2,0,0,0,2,1,4,3,59,18,661,339,245,3.25,3,2,1.98,5,3,1,4,5,18,0,0,54,11,1,1,844,36,9,10,4,30,63.30%,7,3,57,2,0,5,2,6,7,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,154,218,472,23,30.10%,88.40%,371,69,144,84,416,161,75.00%,12,0,3,13,17,17,9,4,1.49,1.76,1.49,1.76,2.46,3,0,0.32,10,0.08,0.13,39.50%,14,13,11,11,11,15377,,FOR vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,3,0,Played,W 3-0,2276225,FOR vs EDM (2022-04-23)
141,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,1,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,58,28,475,177,212,0.47,0,0,0.32,1,1,1,4,5,26,2,0,53,11,1,1,676,59,9,8,12,41,56.70%,12,3,57,5,2,4,1,10,8,3,0,0,0,1,0,0,1,1,0,0,5,1,0,2,2,1,0,3,2,3,2,1,1,1,1,0,0,3,3,2,13,188,181,307,24,34.30%,81.90%,214,84,91,107,254,114,42.90%,14,1.54,0,15,23,23,14,4,0.2,0.27,0.2,0.27,0.47,5,3,0.07,7,0.13,0.09,33.30%,10,21,7,22,7,15377,,YRK vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,1,Played,L 0-1,2276233,YRK vs FOR (2022-05-06)
141,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,0,1,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,52,14,532,192,274,0.23,0,0,0.19,0,0,0,5,5,26,1,0,44,8,0,0,710,42,6,11,9,45,85.00%,18,7,46,4,1,6,0,3,7,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,1,2,0,1,1,0,0,1,0,0,1,0,2,8,219,158,333,14,33.30%,87.60%,277,116,73,140,302,90,75.00%,12,0.58,0,15,34,34,6,5,0.21,0.02,0.21,0.02,0.23,5,3,0.03,7,0,0,34.40%,8,23,20,18,20,15377,,ATO vs FOR,FALSE,TRUE,FALSE,TRUE,FALSE,8/27/2022,83h63cjzwkbc2m74t689u8mj8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,0,0,Played,T 0-0,2276301,ATO vs FOR (2022-08-27)
141,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,1,0,1,1,0,6,1,4,0,0,1,0,0,0,0,0,2,0,0,0,2,3,56,19,379,204,100,1.28,0,0,0.99,2,1,1,4,5,40,1,0,54,17,0,0,589,64,7,13,8,41,66.70%,12,4,68,1,1,10,2,2,10,2,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,3,0,1,0,1,2,0,0,2,0,2,12,114,185,290,14,32.70%,80.20%,166,30,108,42,203,134,27.30%,11,0.06,0,16,24,24,14,3,1.23,0.05,1.23,0.05,1.28,5,0,0.16,8,0.38,0.38,36.70%,21,25,6,8,6,15382,,YRK vs PAC,TRUE,FALSE,FALSE,TRUE,FALSE,6/18/2022,7xri5cfr243o1ljt6tvws7oyc,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276257,YRK vs PAC (2022-06-18)
141,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,1,0,2,1,6,3,0,0,0,1,0,0,0,0,0,3,0,0,0,3,1,60,15,502,227,200,0.64,0,0,0.43,0,0,4,1,5,27,1,0,46,11,3,0,700,52,4,9,2,19,65.00%,4,1,54,3,0,5,6,1,5,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,3,1,2,1,1,0,0,2,0,0,2,2,4,14,191,124,385,19,27.90%,85.10%,285,62,80,81,328,93,52.60%,19,0.7,0,28,6,6,8,5,0.2,0.44,0.2,0.44,0.64,5,4,0.06,10,0.14,0.13,42.60%,26,4,12,20,12,15382,,YRK vs HFX,TRUE,FALSE,FALSE,TRUE,FALSE,9/16/2022,84xwa1prcw6z4xdup9ft3ifis,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,0,Played,T 0-0,2276312,YRK vs HFX (2022-09-16)
141,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,48,26,420,193,153,0.39,0,0,0.37,0,0,1,4,5,14,0,0,38,5,0,0,616,46,4,5,18,53,56.30%,24,10,49,4,2,5,6,2,7,1,0,1,0,0,3,0,1,1,0,0,4,0,0,1,2,1,0,3,3,1,2,1,0,0,2,0,0,2,3,0,10,140,203,273,8,37.40%,82.40%,178,61,107,76,213,131,50.00%,18,1.62,0,24,40,40,12,1,0.23,0.17,0.23,0.17,0.39,5,5,0.07,6,0.17,0.29,34.40%,12,15,17,13,17,15376,,VAL vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,7/10/2022,7zjyie3snfstmtjldpk8xhes4,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,1,Played,L 0-1,2276271,VAL vs HFX (2022-07-10)
141,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,0,0,0,1,1,5,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,43,19,343,166,115,0.71,0,0,0.64,1,1,1,4,5,26,0,0,37,9,0,0,502,44,4,8,3,23,70.60%,8,4,38,1,3,4,2,1,5,1,0,1,0,0,0,0,3,2,1,0,4,0,0,0,2,0,0,4,3,1,1,3,0,1,1,0,1,0,4,0,7,123,183,196,10,37.60%,81.90%,131,49,101,59,157,127,50.00%,16,1.78,0,22,18,18,3,2,0.38,0.34,0.38,0.34,0.71,5,4,0.1,7,0.23,0.19,16.70%,2,18,12,8,12,15376,,CAV vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,7/15/2022,7zoe78sftenvr4auoo1n0xogk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,0,3,Played,L 0-3,2276272,CAV vs HFX (2022-07-15)
141,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,3,0,0,0,3,2,1,1,1,0,0,1,0,1,0,0,0,1,0,5,1,61,20,485,237,167,1.17,2,0,0.38,2,1,0,5,5,10,0,0,32,0,0,0,659,42,4,10,11,45,87.50%,18,12,48,2,4,5,2,2,3,2,0,1,0,0,0,0,3,2,1,1,4,1,0,1,2,1,0,2,2,2,3,0,0,2,0,0,0,0,3,2,11,120,193,346,11,33.20%,83.30%,250,52,102,69,297,119,55.00%,20,1.76,1,11,34,34,9,2,0.38,0.79,0.38,0.79,0.38,5,2,0.19,6,0.09,0.11,35.00%,8,19,17,18,17,15376,,EDM vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,8/28/2022,83qqa9ji0fyxdpbqlziwoa9ec,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,2,3,Played,L 2-3,2276303,EDM vs HFX (2022-08-28)
141,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,1,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,57,40,421,206,118,0.7,0,0,0.49,2,1,1,4,5,10,0,0,52,7,0,0,599,46,11,17,7,75,71.80%,37,16,53,1,6,5,0,3,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,10,60,279,260,14,38.50%,77.00%,178,24,122,35,210,176,47.40%,19,0.64,0,3,66,66,8,1,0.61,0.08,0.61,0.08,0.7,5,3,0.08,9,0.33,0,28.60%,2,32,20,12,20,15376,,YRK vs HFX,FALSE,TRUE,FALSE,TRUE,FALSE,9/16/2022,84xwa1prcw6z4xdup9ft3ifis,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,0,0,Played,T 0-0,2276312,YRK vs HFX (2022-09-16)
141,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,1,0,1,0,5,2,3,0,0,0,0,0,0,0,0,1,1,0,0,2,2,54,28,485,232,171,0.25,0,0,0.17,0,0,1,4,5,23,0,0,41,10,1,1,666,39,5,8,10,38,81.30%,15,7,63,6,4,4,3,1,6,1,0,0,0,0,1,0,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,6,5,133,230,303,15,33.00%,83.10%,210,58,135,76,244,165,50.00%,16,0.57,0,21,26,26,11,1,0.22,0.03,0.22,0.03,0.25,5,3,0.04,7,0.24,0.24,44.40%,15,27,11,19,11,15376,,HFX vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,9/27/2022,85kp1oi38vti67p3hwgcothjo,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,HFX Wanderers,Pacific,PAC,0,2,Played,L 0-2,2276317,HFX vs PAC (2022-09-27)
141,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,5,1,0,1,1,0,1,0,0,1,0,2,0,1,1,1,1,0,1,1,4,57,30,300,115,98,1.19,2,2,1.02,2,2,1,4,5,16,0,0,56,8,0,0,486,49,13,11,23,68,63.20%,17,7,61,3,5,9,4,3,3,0,0,0,0,0,2,1,1,1,0,0,2,0,1,1,0,0,0,2,2,0,0,0,1,1,0,0,0,4,2,4,1,92,204,190,9,46.00%,71.00%,100,39,74,50,127,123,56.00%,25,1.16,2,5,42,42,22,4,0.78,0.42,0.78,0.42,1.19,3,1,0.15,8,0.4,0.25,16.10%,12,33,16,8,16,15380,,PAC vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,2,1,Played,W 2-1,2276219,PAC vs FOR (2022-04-10)
141,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,2,2,0,0,2,2,0,1,1,1,0,0,2,0,1,1,0,1,0,1,1,2,67,24,508,263,154,1.31,2,1,0.52,2,1,1,4,5,25,2,1,65,13,0,0,716,62,6,22,11,50,68.30%,10,7,64,4,4,7,4,6,5,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,12,148,290,278,15,32.30%,82.10%,176,56,185,72,221,215,42.90%,21,0.11,2,8,29,29,10,11,0.39,0.92,0.39,0.92,0.52,4,2,0.22,6,0.13,0.25,34.00%,18,26,14,9,14,15380,,PAC vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7u07ertq4mqfut1tkj00ze2ac,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,1,Played,W 2-1,2276226,PAC vs HFX (2022-04-23)
141,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,6,0,1,0,1,1,0,0,0,0,0,2,0,2,0,0,0,2,0,3,4,69,24,519,204,222,1.91,2,1,1.32,4,2,0,5,5,17,3,3,57,9,1,1,720,48,8,15,4,45,82.10%,18,6,56,3,2,10,2,2,3,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,16,219,196,305,21,34.30%,82.10%,224,96,106,119,260,140,72.00%,25,1.1,2,19,32,32,8,5,1.91,0,1.91,0,1.91,4,1,0.24,8,0.11,0,55.80%,25,17,11,17,11,15380,,PAC vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2276238,PAC vs EDM (2022-05-14)
141,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,0,3,1,1,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,75,29,479,232,143,0.38,0,0,0.09,0,0,2,3,5,22,1,0,49,14,2,0,671,58,8,6,11,41,53.80%,16,8,48,6,2,9,3,4,7,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,9,145,267,259,12,37.00%,78.30%,157,54,164,79,197,203,33.30%,21,0.67,0,20,26,26,12,3,0.15,0.22,0.15,0.22,0.38,5,9,0.05,8,0.2,0.13,38.60%,9,16,10,17,10,15380,,PAC vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
141,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,1,1,1,1,3,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,4,52,25,507,262,168,0.52,1,1,0.42,1,1,1,4,5,14,0,0,52,4,1,1,676,41,9,14,6,47,74.20%,17,10,53,0,0,7,1,4,6,1,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2,4,6,115,234,327,14,34.10%,84.80%,251,52,127,59,284,164,53.80%,26,2.01,1,16,35,35,8,4,0.38,0.14,0.38,0.14,0.52,4,5,0.07,7,0.19,0.23,40.00%,12,24,14,8,14,15380,,ATO vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276250,ATO vs PAC (2022-06-05)
141,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,1,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,69,9,369,188,103,0.4,0,0,0.33,0,0,2,3,5,9,0,0,38,2,0,0,532,55,4,12,6,46,66.70%,21,11,35,1,2,7,3,2,1,0,0,1,0,1,0,1,1,0,1,0,3,0,0,3,0,0,0,3,3,0,0,0,1,1,1,0,1,4,2,2,13,83,207,242,10,34.10%,78.90%,175,27,89,37,207,125,43.80%,32,1.97,0,7,37,37,8,1,0.26,0.14,0.26,0.14,0.4,5,3,0.05,8,0.29,0.25,20.00%,6,13,26,17,26,15380,,HFX vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,8/20/2022,82tw8mxoomsymoij38ka0ct1w,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,0,1,Played,L 0-1,2276296,HFX vs PAC (2022-08-20)
141,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,0,5,1,1,3,1,2,0,0,3,1,0,1,0,0,1,0,0,1,3,4,50,6,456,182,218,0.42,1,0,0.24,0,0,0,5,5,22,0,0,49,8,1,0,636,60,5,11,10,34,66.70%,7,5,46,9,3,9,5,6,4,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,7,168,144,324,11,33.60%,87.70%,254,65,81,84,282,90,40.00%,25,1.07,0,29,22,22,10,2,0.29,0.12,0.29,0.12,0.42,5,2,0.04,10,0.1,0.09,31.60%,16,5,9,11,9,15380,,PAC vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,9/11/2022,84t57d6gh64dwg29jwayp2b6c,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,1,Played,T 1-1,2276311,PAC vs ATO (2022-09-11)
141,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,3,2,0,2,4,1,1,0,0,1,0,1,0,1,1,1,2,0,0,3,3,90,12,618,295,221,1.66,1,0,0.74,2,1,1,4,5,21,0,0,48,8,3,0,802,44,5,10,13,34,60.00%,6,4,53,4,0,6,5,2,3,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,6,6,184,187,431,24,33.70%,83.50%,313,68,135,99,369,150,64.00%,25,0.49,1,24,17,17,15,2,1.22,0.44,1.22,0.44,1.66,5,0,0.15,11,0.25,0.18,50.00%,14,9,8,31,8,15378,,VAL vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,6/5/2022,7x23jhdms5lxtkdtx8w1i153o,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2276251,VAL vs EDM (2022-06-05)
141,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,1,1,0,0,2,3,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,51,18,330,116,145,0.57,1,1,0.52,1,1,2,3,5,22,1,0,52,9,1,0,532,42,7,12,17,70,70.40%,32,9,47,1,3,8,1,2,9,0,1,2,0,0,0,1,0,0,0,0,4,1,0,1,4,0,0,3,3,1,1,2,0,0,0,1,0,4,2,6,5,110,176,246,11,40.60%,79.10%,154,49,58,57,186,87,60.00%,20,0.83,1,15,57,57,13,0,0.02,0.55,0.02,0.55,0.57,4,3,0.09,6,0.27,0.1,35.70%,9,21,12,9,12,15378,,FOR vs VAL,FALSE,TRUE,TRUE,FALSE,FALSE,6/29/2022,7yj36pgn8zjx4v0cdgcna9tzo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Valour,Forge,FOR,1,0,Played,W 1-0,2276263,FOR vs VAL (2022-06-29)
