Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,newestTeamColor,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox
154,76efh9x1zkbrnhtn6k2bwtvu2,311517,C. Rollocks,Cyrus Rollocks,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,433496,Cyrus,Rollocks,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,2,32,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,4,0,0,0,0.06,0,0,0,1,1,1,0,0,3,0,0,0,20,7,1,0,2,3,33.30%,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,4,8,2,33.30%,88.90%,2,3,3,4,2,3,100.00%,2,1.14,0,0,1,1,1,1,0,0,0,0,0,1,0,-,0,-,-,24.70%,0,43,49,1,49
154,76lz7mhivihluvwrvf2rmdlnt,563929,J. Ruby,Jake Ruby,Right Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,421816,Jake,Ruby,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,HFX Wanderers,8,615,22,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,13,336,195,100,0.02,0,0,0.05,0,0,0,1,1,2,0,0,35,2,1,1,420,9,8,14,6,53,91.70%,22,7,23,0,1,0,0,1,4,0,5,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,29,191,200,0,40.20%,87.80%,162,15,118,18,186,132,54.50%,11,6.12,0,5,47,47,6,0,0.02,0,0.02,0,0.02,1,1,0.02,1,0,0,37.50%,1,233,168,7,168
154,3prrba15wxlc1asrqih8s371m,585160,C. Campagna,Cristian Campagna,Left Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,425686,Cristian,Campagna,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,HFX Wanderers,5,383,20,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,17,235,151,49,0.42,0,0,0.01,0,0,0,1,1,2,0,0,22,1,1,0,299,8,3,9,8,40,85.70%,19,14,29,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,5,180,114,2,46.00%,85.10%,90,0,110,0,102,133,64.30%,14,2.65,0,0,33,33,6,1,0,0.42,0,0.42,0.42,1,4,0.21,2,-,-,35.80%,1,123,83,2,83
154,ahyd5vf8f8cyoiefm8hsimzu1,309831,João Morelli,João Morelli,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,204540,João,Morelli Neto,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,2,180,26,0,0,1,7,3,4,0,1,3,2,1,1,1,0,0,1,0,0,0,0,0,0,1,1,9,12,2,54,10,30,1.94,1,0,0.14,2,0,1,0,1,4,0,0,4,2,0,0,97,12,0,2,2,4,50.00%,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,6,51,7,40.70%,74.10%,27,11,2,17,34,3,0.00%,5,1.64,1,4,1,1,3,0,1.02,0.91,1.02,0.91,1.15,1,0,0.18,11,0.25,0,33.80%,1,46,22,4,22
154,207co3fpu5mhbs1r0e6p8vze1,528356,N. Giantsopoulos,Nikolaos Giantsopoulos,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,231991,Nikolaos,Giantsopoulos,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,18,1551,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,28,387,206,56,0.05,0,0,0.03,0,0,0,1,1,0,0,0,12,0,0,0,608,1,1,0,1,20,50.00%,18,1,14,0,0,0,0,4,0,0,6,5,0,0,6,17,21,20,1,0,49,0,0,24,14,2,1,47,21,28,8,16,3,10,21,0,0,3,23,0,0,1,602,5,1,63.30%,67.70%,3,0,259,0,5,382,100.00%,7,20.91,0,0,20,20,0,0,0,0.05,0,0.05,0.05,1,0,0.05,1,-,-,38.50%,0,356,291,0,291
154,9n35t9hwq6el9tb7yg65qlyzu,528125,M. Polisi,Matteo Polisi,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,428290,Matteo,Polisi,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,14,382,24,11,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,3,174,67,86,0.31,0,0,0.09,0,0,0,1,1,10,1,0,20,5,1,1,244,43,1,9,0,12,52.60%,1,0,19,2,3,6,2,0,1,1,1,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,11,78,43,123,7,21.80%,87.90%,90,42,21,53,97,24,20.00%,10,6.22,0,0,6,6,2,4,0.12,0.19,0.12,0.19,0.31,1,0,0.16,2,-,-,35.20%,10,360,256,8,256
154,dfftu36k3j7hccz4u0yc65lka,575540,K. Sow,Kareem Sow,Left Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,427382,Kareem,Sow,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,HFX Wanderers,5,416,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,11,196,121,50,0.24,0,0,0.01,0,0,0,1,1,4,0,0,23,2,0,0,258,9,8,9,4,30,89.50%,8,2,24,0,0,0,0,1,1,0,1,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,21,142,95,1,42.90%,87.20%,74,7,90,11,82,103,50.00%,4,6.72,0,1,26,26,4,0,0,0.24,0,0.24,0.24,1,2,0.24,1,0,0,35.00%,0,275,201,1,201
154,26vigipuztwet4ykvtjienvo4,897465,S. Castello,Sebastian Castello,Left Winger,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,546165,Sebastian,Castello,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,Forge,6,70,18,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,37,6,26,0.22,0,0,0.08,0,0,1,0,1,6,1,0,12,2,0,0,64,1,2,2,1,5,100.00%,0,0,7,0,0,1,4,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,36,6,22,3,24.30%,86.50%,12,19,1,22,12,3,-,0,0.84,0,1,1,1,3,1,0.03,0.19,0.03,0.19,0.22,1,0,0.11,2,1,-,45.10%,4,194,131,4,131
154,7ve669rgfnl2vbnfbxph79ih,561072,M. Niba,MacDonald Niba,Left Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,430780,MacDonald,Niba,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Atlético Ottawa,16,910,28,7,1,0,2,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,34,30,455,283,108,0.35,0,0,0.01,1,0,0,1,1,3,0,0,46,2,0,0,619,36,10,14,16,94,70.60%,51,26,76,2,3,7,0,4,2,0,3,0,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,7,22,333,264,4,38.70%,85.90%,197,9,185,10,223,222,66.70%,21,11.89,0,4,80,80,14,0,0.04,0.32,0.04,0.32,0.35,1,8,0.06,6,0.25,0.25,35.50%,6,321,299,6,299
154,8as7g0i1xw4lez6g1fz5h44r8,781956,José da Cunha,José da Cunha,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,573052,José Maria,Ribeiro da Cunha,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,2,110,21,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,47,15,14,0.02,0,0,0.08,0,0,0,1,1,1,0,0,8,0,0,0,64,10,3,1,1,5,57.10%,0,0,13,2,0,1,0,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,13,10,41,0,31.90%,61.70%,15,7,7,9,28,10,50.00%,4,3.51,0,2,0,0,5,0,0.02,0,0.02,0,0.02,1,0,0.02,1,0,-,42.00%,4,141,117,2,117
154,bj8f50ujvt3e3fqi1hr6s3cic,949351,Z. Roy,Zachary Roy,Right Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,568129,Zachary,Roy,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Atlético Ottawa,11,291,19,7,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,84,30,39,0.15,0,0,0.31,0,0,0,1,1,9,1,0,14,1,0,0,153,21,2,8,4,16,83.30%,1,0,12,1,1,2,0,1,2,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,63,35,55,11,19.00%,82.10%,29,28,12,36,32,16,0.00%,4,2.85,0,5,11,11,5,0,0.15,0,0.15,0,0.15,1,1,0.08,2,0.4,0.4,32.20%,2,281,222,4,222
154,3m0aejck68m0ovwtatk0acmc4,864372,A. Owolabi-Belewu,Malik Owolabi-Belewu,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,516991,Malik,Owolabi-Belewu,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,15,791,20,7,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,22,486,275,147,1.04,0,0,0.06,1,0,0,1,1,12,0,0,67,6,1,0,629,34,12,18,13,54,96.80%,11,7,48,0,2,7,1,9,5,0,4,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,32,242,355,6,36.00%,86.80%,266,10,146,11,302,173,59.30%,27,7.49,0,1,35,35,17,2,0,1.04,0,1.04,1.04,1,3,0.26,4,0,0,43.90%,10,235,177,7,177
169,5nzqq8c7f1qt8f80qa9ehqn6x,219006,A. Vaikla,Andreas Vaikla,Goalkeeper,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,215494,Andreas,Vaikla,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Edmonton,19,1665,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,41,438,174,62,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,640,3,0,0,0,10,0.00%,10,2,17,0,1,0,0,4,0,0,3,5,1,0,6,13,38,33,5,0,56,5,4,22,18,4,1,47,37,19,14,15,1,17,17,0,0,1,48,0,0,0,639,1,0,74.90%,53.90%,0,0,236,0,1,437,88.90%,9,32.38,0,0,10,10,0,0,0,0,0,0,0,0,0,-,0,-,-,31.50%,0,496,441,3,441
169,ex7za2yvl9xrcdtr60ake2bit,223829,N. Ingham,Nathan Ingham,Goalkeeper,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,222921,Nathan,Ingham,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Atlético Ottawa,24,2157,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,38,600,331,61,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,828,2,0,1,1,9,100.00%,7,2,22,0,1,0,0,3,0,0,9,8,0,1,5,19,24,18,6,0,58,1,6,25,30,2,1,55,27,31,4,22,4,15,8,0,0,1,34,0,0,0,824,4,0,60.70%,65.30%,4,0,388,0,4,596,90.00%,10,26.59,0,0,9,9,0,0,0,0,0,0,0,0,0,-,0,-,-,35.00%,0,506,429,2,429
169,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,5,85,28,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,33,11,16,0.2,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,45,5,1,3,1,6,57.10%,1,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,15,22,2,33.30%,81.80%,17,4,6,5,21,7,0.00%,1,3.19,0,0,5,5,1,0,0.2,0,0.2,0,0.2,0,2,0.1,2,-,-,36.60%,2,197,168,1,168
169,e3xm6mtqqcv0c1fsuwf89b6y1,305438,Sergio Camus,Sergio Camus,Left Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,210718,Sergio,Camus,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Atlético Ottawa,6,218,25,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,132,88,31,0.07,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,158,3,1,0,0,14,100.00%,11,5,8,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,84,68,1,34.80%,90.20%,63,1,55,1,67,64,66.70%,3,1.79,0,1,14,14,0,0,0,0.07,0,0.07,0.07,0,1,0.07,1,0,0,26.60%,1,118,100,0,100
169,a4vocop6icezy6ib6syi2ax9l,279541,S. Melvin,Sean Melvin,Goalkeeper,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,112544,Sean,Melvin,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Atlético Ottawa,3,183,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,42,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,0,0,6,0,1,4,0,0,0,6,1,5,0,1,0,4,2,0,0,0,1,0,0,0,61,0,0,59.50%,66.70%,0,0,28,0,0,42,-,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,35.00%,0,506,429,0,429
169,aisfml98z3uznfzhbopr5kmp5,317065,M. Village,Mark Village,,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,250775,Mark,Village,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,Pacific,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,47.10%,0,33,21,0,21
169,7tmc8hrkee4lo05qa26i7e5zp,233117,M. Carducci,Marco Carducci,Goalkeeper,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,173159,Marco,Carducci,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Cavalry,22,1980,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,40,662,435,60,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,867,1,0,0,1,19,0.00%,18,1,40,0,0,0,0,2,0,0,9,5,0,0,10,14,24,20,4,0,46,3,5,18,17,2,0,41,30,16,6,17,3,10,14,0,0,1,38,0,0,1,864,2,1,50.00%,74.80%,2,0,493,0,2,660,100.00%,5,23.03,0,0,19,19,0,0,0,0,0,0,0,0,0,-,0,-,-,36.00%,0,408,337,5,337
169,1lg1214de42tia4tcv7rk3z6d,140675,Oliver Minatel,Oliver Minatel,Left Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,103949,Oliver,Minatel,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,York United,5,167,30,2,3,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,10,1,47,12,24,0.31,1,0,0,1,0,0,0,0,3,0,0,12,2,0,0,81,7,3,3,3,10,100.00%,1,0,10,2,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,37,6,27.70%,76.60%,20,11,5,17,25,5,0.00%,3,0.88,0,0,4,4,4,2,0.31,0,0.31,0,0.31,0,0,0.08,4,-,-,37.50%,4,83,53,4,53
169,b6aw65sbptx2dlqsfx64x59m1,299030,A. Ricci,Austin Ricci,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,423281,Austin,Ricci,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,3,63,26,3,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,18,3,11,0.44,0,0,0,2,0,0,0,0,2,1,0,2,0,0,0,33,3,0,0,2,3,-,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,18,2,13,5,33.30%,77.80%,7,7,0,9,8,1,100.00%,1,1.55,0,0,1,1,2,0,0.25,0.19,0.25,0.19,0.44,0,0,0.11,4,-,-,38.70%,0,49,41,0,41
169,upib1k4jf41nogwoduyqpw4p,306834,J. Grant,Jonathan Grant,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,202589,Jonathan,Grant,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,6,62,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,37,7,17,0,0,0,0,0,0,0,0,0,4,0,0,7,1,0,0,73,11,0,0,0,0,-,0,0,4,1,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,38,12,23,3,24.30%,64.90%,8,13,3,20,11,6,40.00%,5,0.42,0,3,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,45.60%,0,117,67,3,67
169,6svipdrmjeox6opbfeowlnuuh,486555,G. Catalano,Gianluca Catalano,Goalkeeper,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,224758,Gianluca,Catalano,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,York United,1,90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,16,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,2,-,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3,0,0,3,0,0,1,2,0,0,3,2,1,1,1,0,1,0,0,0,0,7,0,0,0,31,0,0,47.60%,90.50%,0,0,19,0,0,21,100.00%,1,3.75,0,0,2,2,0,0,0,0,0,0,0,0,0,-,0,-,-,39.20%,0,239,194,0,194
169,b3vnu6sesj92pye3x8lhffcyy,563173,J. Esparza,Jonathan Esparza,Left Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,431931,Jonathan,Esparza,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Valour,1,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,42.00%,0,176,100,0,100
169,du16rzy922ad0nl30zegg7wx6,581666,D. Murasiranwa,Darlington Murasiranwa,Goalkeeper,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,425676,Darlington,Murasiranwa,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Edmonton,8,675,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,157,69,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,251,2,0,0,1,4,-,3,0,9,0,1,0,0,2,0,0,1,3,0,0,4,3,11,11,0,0,24,2,1,10,8,2,0,20,20,4,6,7,2,5,8,0,0,0,16,0,0,0,251,0,0,79.00%,58.00%,0,0,91,0,0,157,66.70%,3,9.98,0,0,4,4,0,0,0,0,0,0,0,0,0,-,0,-,-,32.00%,0,511,441,0,441
169,9sdn7wi7ap5asble9n7p9ypgq,645470,J. George,Javier George,,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,442773,Javier,George,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,York United,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,39.10%,0,23,18,0,18
169,771ibrtevbxi05tgsof9r5gmi,575539,J. Sirois,Jonathan Sirois,Goalkeeper,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,427379,Jonathan,Sirois,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Valour,18,1620,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,55,480,277,44,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,667,4,0,0,0,15,0.00%,15,2,23,0,0,0,0,4,0,0,5,11,0,0,9,12,23,20,3,0,47,2,0,19,18,4,0,39,29,18,12,16,4,14,10,0,0,1,33,0,0,0,666,1,0,56.50%,66.90%,1,0,320,0,1,479,80.00%,10,23.51,0,0,15,15,0,0,0,0,0,0,0,0,0,-,0,-,-,37.50%,0,519,369,0,369
169,2wu0t979tuh0b63hs2j90o1nu,717027,R. Antoniuk,Owen,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,468319,Robert,Antoniuk,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,4,107,20,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,21,5,9,0.32,0,0,0,2,0,0,0,0,3,0,0,10,1,0,0,51,10,1,1,1,3,50.00%,0,0,9,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,25,9,17,2,33.30%,66.70%,6,6,2,8,9,4,33.30%,3,1.09,0,2,1,1,1,1,0.32,0,0.32,0,0.32,0,0,0.16,2,0,0,36.10%,4,88,109,2,109
