Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,DuelPercent,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,DefensiveBlocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
791,1,41yxh6wtv2lrs3js0y2ir7svd,223135,63,25,Right Winger,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,3,8,0,0,0,0.04,0,0,0,1,1,1,0,0,3,1,33.33%,0,0,20,6,0,0,0,0,-,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,13,1,23.10%,84.60%,8,3,0,4,0,9,0,14.7,0,0.00%,3,0,0,0,0,0,0,0,33.30%,0,0,0,0,0,0,1,0,-,0,-,-,CAV vs FOR,2020-09-15,dykc0lh8alwaa1f7yjoh09bf8,15377,41yxh6wtv2lrs3js0y2ir7svd:2137186,CAV vs FOR (2020-09-15)
737,1,41yxh6wtv2lrs3js0y2ir7svd,223135,59,25,Right Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,13,3,8,0.66,0,0,0,1,0,0,0,0,2,0,0,3,1,33.33%,0,0,24,6,0,1,0,3,33.30%,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,13,2,15.40%,84.60%,7,4,0,5,0,8,0,17.1,2,0.00%,1,0,4,0,1,0,0,0,50.00%,3,0,0,0.66,0,0.66,0,0,0.66,1,-,-,CAV vs PAC,2020-09-10,6pp5y6tmtbxolhpklcv0tx5as,15380,41yxh6wtv2lrs3js0y2ir7svd:2137182,CAV vs PAC (2020-09-10)
440,1,41yxh6wtv2lrs3js0y2ir7svd,223135,84,25,Central Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,27,20,5,0.09,0,0,0,0,0,0,0,0,3,0,0,5,1,55.56%,0,0,44,4,0,2,0,3,66.70%,1,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,10,9,25,2,18.50%,92.60%,17,3,5,3,6,18,0,13.6,1,0.00%,1,0,20,0,0,0,0,0,60.00%,2,1,0,0.04,0.05,0.09,0,0,0.05,2,-,-,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,41yxh6wtv2lrs3js0y2ir7svd:2126258,CAV vs PAC (2020-08-30)
906,1,41yxh6wtv2lrs3js0y2ir7svd,223135,13,25,Central Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,33.33%,0,0,12,4,0,1,0,1,50.00%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,4,1,60.00%,80.00%,1,2,1,2,1,2,0,15.3,1,-,0,0,0,0,0,0,1,1,66.70%,0,1,0,0,0,0,0,0,-,0,0.00%,0.00%,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,16614,41yxh6wtv2lrs3js0y2ir7svd:2126251,ATO vs CAV (2020-08-27)
989,1,41yxh6wtv2lrs3js0y2ir7svd,223135,17,25,Right Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20.00%,0,0,7,4,0,1,0,1,50.00%,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,50.00%,50.00%,0,0,1,0,1,1,0,18,1,0.00%,1,0,0,0,0,0,0,0,100.00%,1,0,0,0,0,0,0,0,-,0,-,-,CAV vs YRK,2020-09-05,7uw4ffr6e4epa23s5veyr3cpg,15382,41yxh6wtv2lrs3js0y2ir7svd:2126268,CAV vs YRK (2020-09-05)
130,1,exgvhzo1zgo07og3rsnjv13v9,112996,90,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,52,37,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00%,0,0,68,0,0,0,0,0,-,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,68,0,0,38.50%,78.80%,0,0,41,0,52,0,0,31.4,0,100.00%,1,1.2,0,0,0,0,0,0,45.00%,0,0,0,0,0,0,0,0,-,0,-,-,FOR vs PAC,2020-09-12,al6itp61bch64gv1bhhncxyqc,15377,exgvhzo1zgo07og3rsnjv13v9:2137184,FOR vs PAC (2020-09-12)
279,1,exgvhzo1zgo07og3rsnjv13v9,112996,90,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,36,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,55,0,0,0,0,1,-,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,6,0,0,5,1,0,0,6,4,2,1,0,0,0,5,0,0,1,2,0,0,0,55,0,0,58.30%,66.70%,0,0,24,0,36,0,0,39.2,0,-,0,1.77,0,0,0,0,0,0,47.60%,1,0,0,0,0,0,0,0,-,0,-,-,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15378,exgvhzo1zgo07og3rsnjv13v9:2126245,PAC vs VAL (2020-08-26)
279,1,exgvhzo1zgo07og3rsnjv13v9,112996,90,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,40,15,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100.00%,0,0,55,0,1,0,0,2,100.00%,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,55,0,0,60.00%,42.50%,0,0,17,0,40,0,0,40.8,0,100.00%,2,1.3,0,0,0,0,0,0,16.70%,2,0,0,0,0,0,0,0,-,0,-,-,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15381,exgvhzo1zgo07og3rsnjv13v9:2126258,CAV vs PAC (2020-08-30)
352,1,exgvhzo1zgo07og3rsnjv13v9,112996,90,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,38,22,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.00%,0,0,50,1,0,0,0,3,0.00%,3,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3,0,0,3,0,0,1,0,0,0,3,3,0,1,1,0,2,1,0,0,0,5,0,0,0,50,0,0,47.40%,71.10%,0,0,27,0,38,0,0,37.8,1,100.00%,1,2.9,0,0,0,0,0,0,44.40%,3,0,0,0,0,0,0,0,-,0,-,-,CAV vs PAC,2020-09-10,6pp5y6tmtbxolhpklcv0tx5as,15381,exgvhzo1zgo07og3rsnjv13v9:2137182,CAV vs PAC (2020-09-10)
501,1,exgvhzo1zgo07og3rsnjv13v9,112996,90,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00%,0,0,40,0,0,0,0,1,-,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,2,2,1,0,5,5,1,2,2,1,0,2,0,0,0,3,0,0,0,40,0,0,33.30%,100.00%,0,0,24,0,24,0,0,26.4,0,100.00%,1,1.61,0,0,0,0,0,0,100.00%,1,0,0,0,0,0,0,0,-,0,-,-,PAC vs ATO,2020-09-03,7uqr7tcyx5axz4fcls8m9stn8,16614,exgvhzo1zgo07og3rsnjv13v9:2126262,PAC vs ATO (2020-09-03)
512,1,exgvhzo1zgo07og3rsnjv13v9,112996,90,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,39,1,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,3,0,0,0,4,2,2,0,1,0,3,1,0,0,0,2,0,0,0,39,0,0,37.50%,79.20%,0,0,19,0,24,0,0,29.6,0,0.00%,1,1.59,0,0,0,0,0,0,44.40%,0,0,0,0,0,0,0,0,-,0,-,-,PAC vs EDM,2020-09-06,7v18c0lc1p8rx62p3chr1w07o,6925,exgvhzo1zgo07og3rsnjv13v9:2126273,PAC vs EDM (2020-09-06)
1059,0,exgvhzo1zgo07og3rsnjv13v9,112996,0,27,Sub - Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,exgvhzo1zgo07og3rsnjv13v9:2126221,HFX vs PAC (2020-08-15)
1059,0,exgvhzo1zgo07og3rsnjv13v9,112996,0,27,Sub - Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,PAC vs YRK,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,exgvhzo1zgo07og3rsnjv13v9:2126232,PAC vs YRK (2020-08-19)
1059,0,exgvhzo1zgo07og3rsnjv13v9,112996,0,27,Sub - Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,exgvhzo1zgo07og3rsnjv13v9:2126242,FOR vs PAC (2020-08-22)
1059,0,exgvhzo1zgo07og3rsnjv13v9,112996,0,27,Sub - Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,HFX vs PAC,2020-09-16,1m8l5iaa0hhjfd9pq3ftmklxw,15376,exgvhzo1zgo07og3rsnjv13v9:2137187,HFX vs PAC (2020-09-16)
670,1,b4fvyjouvib12km5n7fa11n85,243852,66,29,Left Centre Back,Chakib,Hocine,C. Hocine,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,23,15,3,0.06,0,0,0,0,0,0,0,0,0,0,0,4,0,44.44%,0,0,29,5,0,1,0,3,100.00%,2,1,2,2,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,9,1,39.10%,78.30%,6,0,12,1,14,8,0,17.6,0,40.00%,5,0,0,0,0,0,0,0,66.70%,3,0,0,0,0.06,0.06,0,0,0.06,1,-,-,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15376,b4fvyjouvib12km5n7fa11n85:2126261,VAL vs HFX (2020-09-02)
1059,0,b4fvyjouvib12km5n7fa11n85,243852,0,29,Sub - Defender,Chakib,Hocine,C. Hocine,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15380,b4fvyjouvib12km5n7fa11n85:2126245,PAC vs VAL (2020-08-26)
1059,0,b4fvyjouvib12km5n7fa11n85,243852,0,29,Sub - Defender,Chakib,Hocine,C. Hocine,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,6925,b4fvyjouvib12km5n7fa11n85:2126254,VAL vs EDM (2020-08-29)
655,1,6byiub7o0uwogoc24p79vx6ju,425685,45,19,Defensive Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,9,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,66.67%,0,0,30,2,0,2,4,6,66.70%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,6,18,1,20.00%,95.00%,11,5,3,5,3,12,0,13.8,1,-,0,0,0,0,0,0,0,0,100.00%,2,3,1,0,0,0,0,0,-,0,-,-,EDM vs YRK,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,15382,6byiub7o0uwogoc24p79vx6ju:2126259,EDM vs YRK (2020-09-02)
886,1,6byiub7o0uwogoc24p79vx6ju,425685,8,19,Defensive Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,5,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00%,0,0,13,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,1,10.00%,90.00%,8,1,0,2,0,8,0,14.9,0,100.00%,1,0,29,0,0,0,0,0,100.00%,0,0,0,0.03,0,0.03,0,0,0.03,1,-,-,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,6byiub7o0uwogoc24p79vx6ju:2126249,EDM vs HFX (2020-08-27)
957,1,6byiub7o0uwogoc24p79vx6ju,425685,27,19,Central Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.00%,0,0,9,1,1,0,0,1,100.00%,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,7,0,33.30%,83.30%,4,1,0,1,0,5,0,20.1,0,-,0,0,0,0,0,0,0,0,100.00%,1,0,0,0,0,0,0,0,-,0,-,-,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,6byiub7o0uwogoc24p79vx6ju:2126240,EDM vs CAV (2020-08-21)
1046,1,6byiub7o0uwogoc24p79vx6ju,425685,3,19,Central Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00%,100.00%,1,0,0,0,0,1,0,18.7,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,6byiub7o0uwogoc24p79vx6ju:2126225,FOR vs EDM (2020-08-16)
1059,0,6byiub7o0uwogoc24p79vx6ju,425685,0,19,Sub - Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,-,-,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,15378,6byiub7o0uwogoc24p79vx6ju:2126254,VAL vs EDM (2020-08-29)
698,1,6byiub7o0uwogoc24p79vx6ju,425685,45,19,Right Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,8,11,0,0,0,0.07,0,0,0,1,1,1,0,0,1,1,50.00%,0,0,27,1,0,0,0,0,-,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,29.20%,79.20%,11,3,5,5,5,14,0,16.4,0,-,0,0,0,0,0,0,0,0,57.10%,0,0,0,0,0,0,1,0,-,0,-,-,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,6byiub7o0uwogoc24p79vx6ju:2126243,ATO vs EDM (2020-08-23)
486,1,6byiub7o0uwogoc24p79vx6ju,425685,75,19,Defensive Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,29,17,8,0,0,0,0.05,0,0,0,1,1,1,0,0,5,0,41.67%,0,0,41,7,0,3,1,6,75.00%,2,0,8,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,15,24,0,41.40%,86.20%,16,2,7,2,9,18,0,16.6,1,100.00%,2,0,0,0,0,0,0,0,75.00%,4,2,0,0,0,0,1,0,-,0,-,-,PAC vs EDM,2020-09-06,7v18c0lc1p8rx62p3chr1w07o,15380,6byiub7o0uwogoc24p79vx6ju:2126273,PAC vs EDM (2020-09-06)
852,1,63rmd2xbr48c0zzvsj6bn3651,197142,22,26,Defensive Midfielder,Chris,Mannella,C. Mannella,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.67%,0,0,15,5,0,1,0,1,50.00%,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,10,0,7.70%,92.30%,8,0,4,0,4,9,0,18.9,1,0.00%,1,0,0,0,0,0,0,0,0.00%,1,0,0,0,0,0,0,0,-,0,-,-,EDM vs YRK,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,6925,63rmd2xbr48c0zzvsj6bn3651:2126259,EDM vs YRK (2020-09-02)
